4.009120e+01 1.202184e-03
7.008275e+01 1.443532e-03
9.846251e+01 1.601933e-03
1.275669e+02 1.582508e-03
1.601453e+02 1.841400e-03
1.923260e+02 1.770353e-03
2.221654e+02 1.604286e-03
2.521153e+02 1.672154e-03
2.845463e+02 1.405159e-03
3.170921e+02 1.314629e-03
3.474994e+02 1.249992e-03
3.779064e+02 1.192606e-03
4.098134e+02 1.061452e-03
4.415113e+02 8.923963e-04
4.717605e+02 8.387679e-04
5.028000e+02 7.089172e-04
5.350691e+02 5.981612e-04
5.671363e+02 5.259218e-04
5.980444e+02 4.371128e-04
6.289017e+02 3.691335e-04
6.607447e+02 3.173525e-04
6.922811e+02 2.618234e-04
7.232481e+02 2.158459e-04
7.542670e+02 1.798982e-04
7.858640e+02 1.472588e-04
8.177084e+02 1.242588e-04
8.491275e+02 1.042951e-04
8.805062e+02 8.635510e-05
9.119986e+02 7.305336e-05
9.432529e+02 6.273287e-05
9.745401e+02 5.302070e-05
1.005712e+03 4.512987e-05
1.036976e+03 3.988001e-05
1.068694e+03 3.498337e-05
1.100165e+03 3.080639e-05
1.131464e+03 2.771817e-05
1.162992e+03 2.470905e-05
1.194445e+03 2.288181e-05
1.225609e+03 2.111551e-05
1.256868e+03 1.943494e-05
1.288534e+03 1.804573e-05
1.320101e+03 1.754874e-05
1.351448e+03 1.621455e-05
1.382807e+03 1.557902e-05
1.414348e+03 1.526188e-05
1.445742e+03 1.433300e-05
1.476761e+03 1.409857e-05
1.508037e+03 1.379677e-05
1.539690e+03 1.370269e-05
1.571379e+03 1.356274e-05
1.602730e+03 1.389407e-05
1.634063e+03 1.405940e-05
1.665618e+03 1.413939e-05
1.697022e+03 1.451220e-05
1.728195e+03 1.472337e-05
1.759403e+03 1.544757e-05
1.791015e+03 1.583186e-05
1.822558e+03 1.659392e-05
1.853819e+03 1.735174e-05
1.885269e+03 1.799515e-05
1.916793e+03 1.878793e-05
1.948255e+03 1.960568e-05
1.979384e+03 2.053203e-05
2.010502e+03 2.124730e-05
2.042079e+03 2.249161e-05
2.073651e+03 2.348001e-05
2.105094e+03 2.446701e-05
2.136464e+03 2.577916e-05
2.167935e+03 2.666030e-05
2.199425e+03 2.825112e-05
2.230558e+03 2.930252e-05
2.261919e+03 3.090180e-05
2.293348e+03 3.200785e-05
2.324829e+03 3.346961e-05
2.356343e+03 3.523396e-05
2.387728e+03 3.656668e-05
2.419174e+03 3.845294e-05
2.450432e+03 3.947481e-05
2.481685e+03 4.115317e-05
2.513151e+03 4.376732e-05
2.544689e+03 4.542169e-05
2.576141e+03 4.741337e-05
2.607533e+03 5.002057e-05
2.639003e+03 5.295761e-05
2.670444e+03 5.607597e-05
2.701838e+03 5.945840e-05
2.733232e+03 6.326741e-05
2.764549e+03 6.725744e-05
2.795768e+03 7.110743e-05
2.827291e+03 7.642705e-05
2.858900e+03 8.134653e-05
2.890255e+03 8.695806e-05
2.921454e+03 9.052481e-05
2.952939e+03 9.761982e-05
2.984614e+03 9.960185e-05
3.015739e+03 1.042800e-04
3.046957e+03 1.061322e-04
3.078814e+03 1.059726e-04
3.110229e+03 1.099060e-04
3.140876e+03 1.082588e-04
3.171816e+03 1.163895e-04
3.204721e+03 1.209953e-04
3.237187e+03 1.120156e-04
3.264127e+03 1.221456e-04
3.294355e+03 1.208972e-04
3.329427e+03 1.237943e-04
3.364616e+03 1.206568e-04
3.392608e+03 1.053915e-04
3.417293e+03 9.647380e-05
3.451432e+03 9.851030e-05
